Identificador,Nombre,Categoría,Normativa
5748,Juniperus sabina,-,-
5740,Juniperus thurifera,-,-
11306,Jurinea fontqueri,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104451,Kernera boissieri,-,-
106593,Klasea baetica,-,-
109723,Klasea flavescens subsp. mucronata,-,-
11259,Klasea monardii,-,-
104843,Knautia nevadensis,-,-
12004,Koeleria dasyphylla,-,-
104864,Koeleria dasyphylla subsp. nevadensis,-,-
105846,Koelpinia linearis,-,-
106464,Krascheninnikovia ceratoides,-,-
10782,Lactuca perennis subsp. granatensis,-,-
9496,Lamium flexuosum,-,-
106371,Laserpitium latifolium subsp. nevadense,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9133,Laserpitium longiradium,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7870,Lathyrus nudicaulis (=Lathyrus palustris  subsp. nudicaulis),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5801,Laurus nobilis,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9688,Lavandula viridis,-,-
6987,Lavatera maroccana,-,-
6989,Lavatera mauritanica subsp. davaei,-,-
6990,Lavatera oblongifolia,-,-
10882,Leontodon boryi,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105809,Lepidophorum repandum,-,-
106374,Leucanthemopsis pallida subsp. spathulifolia,-,-
104699,Ligustrum vulgare,-,-
6872,Limonium algarvense,-,-
106375,Limonium alicunense,-,-
6880,Limonium diffusum,-,-
6883,Limonium emarginatum,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6884,Limonium estevei,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6892,Limonium majus,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6893,Limonium malacitanum,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105799,Limonium minus,-,-
6898,Limonium ovalifolium,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105800,Limonium quesadense,-,-
107163,Limonium silvestrei,-,-
6905,Limonium subglabrum,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6907,Limonium tabernense,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106376,Limonium ugijarense,-,-
106377,Linaria accitensis,-,-
9952,Linaria amoi,-,-
9958,Linaria cavanillesii,-,-
9959,Linaria clementei,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106594,Linaria gharbensis,-,-
9965,Linaria glacialis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9970,Linaria huteri,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9972,Linaria intricata,-,-
13312,Linaria munbyana,-,-
9980,Linaria nigricans,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9956,Linaria oblongifolia subsp. benitoi (= Linaria benitoi),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9984,Linaria oligantha,-,-
9986,Linaria pedunculata,-,-
9987,Linaria platycalyx,-,-
9973,Linaria polygalifolia subsp. lamarckii   (=Linaria lamarckii),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10006,Linaria tursica,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106595,Linum suffruticosum subsp. appressum,-,-
106462,Listera ovata,-,-
6386,Loeflingia baetica,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10352,Lonicera biflora,-,-
10359,Lonicera pyrenaica subsp. pyrenaica,-,-
10361,Lonicera xylosteum,-,-
106378,Lotus corniculatus subsp. glacialis,-,-
11561,Luzula spicata (= L. hispanica),LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9290,Lycium intricatum,-,-
106380,Lycocarpus fugax,-,-
8526,Lythrum baeticum,-,-
29742,Malus sylvestris,-,-
6982,Malvella sherardiana,-,-
106382,Maresia nana,-,-
5586,Marsilea batardae,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5587,Marsilea strigosa,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12919,Maytenus senegalensis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12142,Melica bocquetii,-,-
106383,Melilotus speciosus,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8711,Mercurialis elliptica,-,-
8712,Mercurialis reverchonii,-,-
12429,Merendera androcymbioides,-,-
27774,Meum athamanticum,-,-
106460,Microcnemum coralloides subsp. coralloides,-,-
113353,Micromeria inodora,-,-
11865,Micropyropsis tuberosa,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
11861,Micropyrum patens,-,-
6472,Moehringia fontqueri,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106459,Moehringia intricata subsp. giennensis,-,-
6474,Moehringia intricata subsp. intricata,-,-
6475,Moehringia intricata subsp. tejedensis,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106458,Monotropa hypopitys,-,-
104457,Murbeckiella boryi,-,-
106596,Muscari cazorlanum,-,-
12519,Muscari parviflorum,-,-
5907,Myosurus minimus,-,-
11442,Najas minor,-,-
12601,Narcissus assoanus,-,-
12605,Narcissus bujei  (=Narcissus confusus),LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12610,Narcissus calcicola,-,-
12612,Narcissus cavanillessii (=Narcissus humilis),LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12614,Narcissus cuatrecasasii,-,-
107561,Narcissus elegans,-,-
12616,Narcissus fernandesii,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12617,Narcissus gaditanus,-,-
12622,Narcissus longispathus  (=Narcissus nevadensis subsp. longispathus),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
107554,Narcissus nevadensis  (=Narcissus nevadensis subsp. nevadensis),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
113430,Narcissus nevadensis subsp. herrerae,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12639,Narcissus pachybolbus  (=Narcissus tortifolius),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12636,Narcissus serotinus,-,-
12640,Narcissus triandrus  (=Narcissus triandrus subsp pallidulus),LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12643,Narcissus viridiflorus,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
111794,Neotorularia torulosa,-,-
106455,Neottia nidus-avis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106598,Nepeta amethystina subsp. anticaria,-,-
9560,Nepeta apuleii,-,-
9565,Nepeta hispanica subsp. hispanica,-,-
9570,Nepeta tuberosa subsp. giennensis,-,-
104842,Nevadensia purpurea,-,-
106609,Nothobartsia aspera,-,-
5811,Nymphaea alba,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10111,Odontites foliosus,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10114,Odontites lutea,-,-
106617,Odontites squarrosus subsp. squarrosus,-,-
10112,Odontites viscosus subsp granatensis  (=Odontites granatensis),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8988,Oenanthe pimpinelloides,-,-
9470,Omphalodes commutata,-,-
8132,Ononis alopecuroides subsp. alopecuroides,-,-
8135,Ononis azcaratei,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8142,Ononis cintrana,-,-
8143,Ononis cossoniana,-,-
8145,Ononis cristata,-,-
8158,Ononis leucotricha,-,-
8178,Ononis reuteri,-,-
8179,Ononis rotundifolia,-,-
8174,Ononis talaverae,-,-
8188,Ononis tournefortii,-,-
106453,Ononis tridentata subsp. crassifolia,-,-
8190,Ononis varelae,-,-
111971,Onopordum hinojense,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9386,Onosma tricerosperma subsp. granatensis,-,-
5539,Ophioglossum vulgatum,-,-
104825,Ophrys atlantica,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12857,Ophrys speculum  subsp. lusitanica  (=Ophrys vernixia),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105871,Orchis cazorlensis,-,-
96110,Origanum compactum,-,-
12473,Ornithogalum arabicum,-,-
12485,Ornithogalum reverchonii,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10131,Orobanche alba,-,-
108134,Orobanche almeriensis,-,-
10137,Orobanche densiflora,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10140,Orobanche haenseleri,-,-
10142,Orobanche lavandulacea,-,-
10145,Orobanche purpurea,-,-
10146,Orobanche ramosa,-,-
106450,Orobanche schultzii,-,-
5542,Osmunda regalis,-,-
12658,Pancratium maritimum,-,-
5979,Papaver lapeyrousianum,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5985,Papaver rupifragum,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
29748,Parnassia palustris,-,-
104844,Pedicularis comosa,-,-
104845,Pedicularis verticillata,-,-
6677,Petrorhagia saxifraga,-,-
9072,Peucedanum lancifolium,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106449,Peucedanum officinale subsp. Brachyradium,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104846,Phleum brachystachyum subsp. abbreviatum,-,-
5646,Phyllitis sagittata (=Asplenium sagittatum),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104847,Phyteuma charmelii,-,-
113246,Phyteuma orbiculare,-,-
10986,Picris hispanica,-,-
10988,Picris willkommii  (=Picris cupuligera),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
13009,Pilularia minuta,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106448,Pimpinella espanensis,-,-
8966,Pimpinella procumbens,-,-
105775,Pinguicula dertosensis,-,-
106447,Pinguicula grandiflora subsp. grandiflora,-,-
10163,Pinguicula lusitanica,-,-
10164,Pinguicula nevadensis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10165,Pinguicula vallisneriifolia,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5718,Pinus sylvestris subsp. nevadensis,-,-
78310,Pistorinia breviflora,-,-
9795,Plantago algarbiensis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9799,Plantago asperrima,-,-
9805,Plantago crassifolia,-,-
113861,Plantago maritima subsp. serpentina,-,-
107281,Plantago notata,-,-
106445,Platanthera algeriensis,-,-
6061,Platycapnos saxicola,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6066,Platycapnos tenuiloba subsp. paralella,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104638,Poa minor subsp. nevadensis,-,-
106401,Polycarpon polycarpoides subsp. herniarioides,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106399,Polycnemum arvense,-,-
107567,Polygala balansae,-,-
113409,Polygala webbiana,-,-
5683,Polystichum setiferum,-,-
11462,Posidonia oceanica,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106397,Potamogeton coloratus,-,-
11424,Potamogeton lucens,-,-
11425,Potamogeton natans,-,-
11431,Potamogeton polygonifolius,-,-
11432,Potamogeton pusillus,-,-
7677,Potentilla hispanica,-,-
7679,Potentilla nevadensis,-,-
7684,Potentilla reuteri,-,-
106396,Prangos trifida,-,-
7783,Primula elatior subsp. lofthousei,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
77270,Prunus avium,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
77310,Prunus insititia,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
77330,Prunus mahaleb,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
77370,Prunus ramburii,-,-
103015,Pseudoscabiosa grosii,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5503,Psilotum nudum,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105844,Pteranthus dichotomus,-,-
5577,Pteris incompleta,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10410,Pterocephalus spathulatus,-,-
11731,Puccinellia caespitosa,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
11734,Puccinellia fasciculata,-,-
106394,Pulsatilla alpina subsp. font-queri,-,-
6118,Quercus canariensis,-,-
6116,Quercus faginea subsp. alpestris  (=Quercus alpestris),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6131,Quercus lusitanica,-,-
6134,Quercus pyrenaica,-,-
5821,Ranunculus acetosellifolius,-,-
5823,Ranunculus aduncus,-,-
5825,Ranunculus angustifolius var. uniflorus,-,-
113239,Ranunculus bupleuroides subsp. cherubicus,-,-
5845,Ranunculus glacialis,-,-
5856,Ranunculus malessanus,-,-
7721,Reseda complicata,-,-
7733,Reseda paui subsp. almijarensis,-,-
7738,Reseda suffruticosa,-,-
7740,Reseda undata subsp. gayana,-,-
8731,Rhamnus alpina L. (=Rhamnus alpina L. subsp alpina=Atadinus alpinus (L.) Raf.),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8732,Rhamnus catharticus  (=Rhamnus cathartica),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10668,Rhodanthemum arundanum (=Leucanthemum arundanum),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7772,Rhododendron ponticum,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105131,Rhynchospora modesti-lucennoi,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104851,Ribes alpinum,-,-
104852,Ribes uva-crispa,-,-
48,Riella helicophylla,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
113285,Rivasmartinezia cazorlana,-,-
104853,Rorippa pyrenaica,-,-
7363,Rorippa valdes-bermejoi,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9768,Rosmarinus eriocalyx  (=Salvia eriocalyx),Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9771,Rosmarinus tomentosus  (=Salvia granatensis),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
11995,Rostraria salzmannii,-,-
12973,Rothmaleria granatensis,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6801,Rumex palustris,-,-
6071,Rupicapnos africana subsp. decipiens,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
11436,Ruppia drepanensis,-,-
29594,Ruppia maritima,-,-
12591,Ruscus aculeatus,-,-
108125,Rytidocarpus moricandioides,-,-
7233,Salix caprea,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7236,Salix eleagnos subsp. angustifolia,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7240,Salix hastata (=Salix hastata subsp sierrae-nevadae),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7246,Salix salviifolia,-,-
6277,Salsola papillosa,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9535,Salvia candelabrum,-,-
7955,Sanguisorba ancistroides,-,-
8909,Sanicula europaea,-,-
10651,Santolina elegans,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10658,Santolina viscosa,-,-
6009,Sarcocapnos baetica,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6015,Sarcocapnos integrifolia,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104660,Sarcocapnos pulcherrima,-,-
6016,Sarcocapnos saetabensis,-,-
6017,Sarcocapnos speciosa (= S. crassifolia subsp. speciosa),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
17872,Saxifraga biternata,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
17873,Saxifraga bourgeana,-,-
106393,Saxifraga corsica subsp. cossoniana,-,-
17884,Saxifraga gemmulosa,-,-
17894,Saxifraga latepetiolata,-,-
17895,Saxifraga longifolia,-,-
17897,Saxifraga nevadensis,-,-
106391,Saxifraga oppositifolia subsp. oppositifolia,-,-
17900,Saxifraga reuteriana,-,-
7855,Saxifraga stellaris,-,-
107233,Saxifraga stellaris subsp. robusta,-,-
104855,Saxifraga trabutiana,-,-
10418,Scabiosa pulsatilloides subsp. pulsatilloides,-,-
12495,Scilla hyacinthoides,-,-
12499,Scilla paui,-,-
12502,Scilla reverchonii,-,-
10936,Scorzonera albicans,-,-
10951,Scorzonera reverchonii,-,-
10889,Scorzoneroides microcephala (=Leontodon microcephalus),LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
105806,Scrophularia arguta,-,-
107572,Scrophularia laxiflora,-,-
9897,Scrophularia oxyrhyncha,-,-
9898,Scrophularia peregrina,-,-
9907,Scrophularia viciosoi,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9692,Scutellaria alpina subsp. alpina,-,-
9693,Scutellaria jabalambrensis,-,-
9694,Scutellaria minor,-,-
9695,Scutellaria orientalis,-,-
113875,Sedum alpestre,-,-
17854,Sedum maireanum,-,-
17857,Sedum nevadense,-,-
29757,Sempervivum tectorum,-,-
10727,Senecio adonifolius,-,-
10728,Senecio alboranicus,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
107569,Senecio auricula subsp. auricula,-,-
107164,Senecio eriopus subsp. eriopus,-,-
106390,Senecio flavus,-,-
10754,Senecio nevadensis,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10758,Senecio quinqueradiatus,-,-
8974,Seseli intricatum,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8977,Seseli tortuosum,-,-
104856,Sibbaldia procumbens,-,-
9586,Sideritis arborescens,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9590,Sideritis carbonellis,-,-
9598,Sideritis grandiflora subsp. grandiflora,-,-
105092,Sideritis ibanyezii,-,-
9610,Sideritis lacaitae,-,-
9593,Sideritis lasiantha,-,-
9592,Sideritis laxespicata,-,-
103353,Sideritis perezlarae,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104929,Sideritis pusilla subsp. alhamillensis,-,-
96170,Sideritis reverchonii,-,-
96260,Sideritis stachydioides,-,-
6580,Silene almolae,-,-
6601,Silene fernandezii,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6603,Silene gaditana,-,-
13372,Silene gazulensis,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6611,Silene inaperta subsp. serpentinicola,-,-
6619,Silene littorea subsp. adscendens,-,-
6623,Silene mariana,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
6633,Silene obtusifolia,-,-
6644,Silene ramosissima,-,-
6654,Silene scabriflora subsp. tuberculata,-,-
6656,Silene stockeni,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12416,Simethis planifolia,-,-
7284,Sisymbrium cavanillesianum,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7292,Sisymbrium runcinatum,-,-
104826,Solenanthus reverchonii,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106389,Sonchus crassifolius,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10798,Sonchus maritimus,-,-
10801,Sonchus pustulatus,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7701,Sorbus aria,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104857,Sorbus hybrida,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
113241,Sorbus intermedia,-,-
7705,Sorbus latifolia,-,-
7706,Sorbus torminalis,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104640,Sparganium angustifolium,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12299,Spartina maritima,-,-
12752,Spiranthes aestivalis,-,-
12751,Spiranthes spiralis,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106466,Spirodela polyrhiza,-,-
12648,Sternbergia colchiciflora,-,-
12649,Sternbergia lutea,-,-
106600,Stipa filabrensis,-,-
12251,Stipa gigantea,-,-
13378,Stipa gigantea,-,-
113419,Succisa pratensis,-,-
105873,Succisella andreae-molinae,-,-
7695,Succowia balearica,-,-
7198,Tamarix boveana,-,-
10663,Tanacetum microphyllum,-,-
10968,Taraxacum gaditanum,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5756,Taxus baccata,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
106387,Teline patens,-,-
8313,Teline tribracteolata,-,-
10738,Tephroseris elodes (=Senecio elodes),En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9713,Teucrium aristatum,-,-
9714,Teucrium aureum subsp. turdetanum,-,-
104757,Teucrium balthazaris,-,-
29571,Teucrium bicoloreum,-,-
104622,Teucrium bracteatum,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9719,Teucrium campanulatum,-,-
9725,Teucrium charidemi,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9726,Teucrium chrysotrichum,-,-
9727,Teucrium compactum,-,-
105061,Teucrium eriocephalum subsp. almeriense,-,-
104807,Teucrium fragile,-,-
105813,Teucrium freynii,-,-
9734,Teucrium intricatum,-,-
104763,Teucrium lanigerum,-,-
9735,Teucrium leonis,-,-
113242,Teucrium moleromesae,-,-
9742,Teucrium oxylepis,-,-
29572,Teucrium pumilum,-,-
9753,Teucrium reverchonii,-,-
9765,Teucrium turredanum,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
5910,Thalictrum alpinum,-,-
104658,Thalictrum speciosissimum subsp. albini,-,-
5606,Thelypteris palustris,-,-
7486,Thlaspi nevadense,-,-
8556,Thymelaea granatensis,-,-
8560,Thymelaea lanuginosa,-,-
13051,Thymelaea lythroides,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8564,Thymelaea pubescens subsp. elliptica,-,-
9617,Thymus albicans,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9623,Thymus carnosus,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9626,Thymus funkii subsp. sabulicola,-,-
104764,Thymus hyemalis subsp. millefloris,-,-
9642,Thymus pulegioides,-,-
11416,Triglochin bulbosa subsp. barrelieri,-,-
11419,Triglochin laxiflora,-,-
107839,Triglochin palustris,-,-
9275,Triguera osbeckii,-,-
12097,Triplachne nitens,-,-
104827,Trisetum antoni-josephii,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
12976,Trisetum glaciale,-,-
13398,Tuberaria brevipes,-,-
13399,Tuberaria commutata,-,-
103061,Tuberaria echioides,-,-
106441,Tussilago farfara,-,-
8277,Ulex canescens,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
8279,Ulex minor,-,-
6083,Ulmus glabra,-,-
10167,Utricularia australis,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10168,Utricularia gibba,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
104858,Valeriana apula,-,-
5591,Vandenboschia speciosa,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
107165,Vella castrilensis,En peligro de extinción,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
113249,Vella pseudocytisus subsp. orcensis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9861,Verbascum barnadesii,-,-
9864,Verbascum charidemi,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
9871,Verbascum hervieri,-,-
9873,Verbascum masguindali,-,-
9874,Verbascum nevadense,-,-
9875,Verbascum pseudocreticum,-,-
9882,Verbascum thapsus,-,-
106384,Veronica aragonensis,-,-
109705,Veronica fruticans,-,-
106603,Veronica nevadensis,-,-
107162,Veronica ponae,-,-
106611,Veronica tenuifolia subsp. fontqueri,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10341,Viburnum lantana,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
10342,Viburnum opulus,LAESRPE,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7809,Vicia altissima,-,-
104914,Vicia glauca subsp. giennense,-,-
7819,Vicia lutea subsp. cavanillesii,-,-
13392,Vicia monardi,-,-
7831,Vicia pyrenaica,-,-
104859,Viola biflora,Extinta,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7179,Viola cazorlensis,Vulnerable,Decreto 23/2012. LAESRPE y Catálogo Andaluz de Especies Amenazadas
7181,Viola crassiuscula,-,-
7183,Viola demetria,-,-
